gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,cik,costat,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,Mkt cap 31 Dec 2024
7257,12/31/24,2024,INDL,C,D,STD,MRK,MERCK & CO,USD,310158,A,352020,35,35202010,325412,2834,285,905,251.6481893
20779,7/31/24,2024,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,858877,A,452010,45,45201020,334118,3576,187,940,235.7792736
8007,12/31/24,2024,INDL,C,D,STD,WFC,WELLS FARGO & CO,USD,72971,A,401010,40,40101010,522110,6020,815,800,233.8634478
143357,8/31/24,2024,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,1467373,A,451020,45,45102010,541611,8742,175,976,220.0376155
171007,12/31/24,2024,INDL,C,D,STD,NOW,SERVICENOW INC,USD,1373715,A,451030,45,45103020,513210,7372,,,218.38472
201395,12/31/24,2024,INDL,C,D,STD,TSM,TAIWAN SEMICONDUCTOR MFG CO,USD,1046179,A,453010,45,45301020,334413,3674,235,940,210.9294027
1447,12/31/24,2024,INDL,C,D,STD,AXP,AMERICAN EXPRESS CO,USD,4962,A,402020,40,40202010,522210,6141,850,800,209.0722386
8479,12/31/24,2024,INDL,C,D,STD,PEP,PEPSICO INC,USD,77476,A,302010,30,30201030,31211,2080,145,978,208.6246473
7154,12/31/24,2024,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,63908,A,253010,25,25301040,722513,5812,420,978,207.740979
6066,12/31/24,2024,INDL,C,D,STD,IBM,INTL BUSINESS MACHINES CORP,USD,51143,A,451020,45,45102010,518210,7370,190,940,203.2647104
12124,12/31/24,2024,INDL,C,D,STD,MS,MORGAN STANLEY,USD,895421,A,402030,40,40203020,523110,6211,850,800,202.5394459
3980,9/30/24,2024,INDL,C,D,STD,DIS,DISNEY (WALT) CO,USD,1744489,A,502020,50,50202010,516120,4888,245,978,201.6480577
25124,12/31/24,2024,INDL,C,D,STD,LIN,LINDE PLC,USD,1707925,A,151010,15,15101040,325120,2810,160,970,199.3530746
10530,12/31/24,2024,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,97745,A,352030,35,35203010,334516,3826,355,925,198.9879674
1078,12/31/24,2024,INDL,C,D,STD,ABT,ABBOTT LABORATORIES,USD,1800,A,351010,35,35101010,334510,3845,280,905,196.1842051
1161,12/31/24,2024,INDL,C,D,STD,AMD,ADVANCED MICRO DEVICES,USD,2488,A,453010,45,45301020,334413,3674,235,940,196.0188575
12540,11/30/24,2024,INDL,C,D,STD,ADBE,ADOBE INC,USD,796343,A,451030,45,45103010,518210,7370,185,940,195.7481316
179621,12/31/24,2024,INDL,C,D,STD,PM,PHILIP MORRIS INTERNATIONAL,USD,1413329,A,302030,30,30203010,312230,2111,,,187.1241516
136725,12/31/24,2024,INDL,C,D,STD,ISRG,INTUITIVE SURGICAL INC,USD,1035267,A,351010,35,35101010,334510,3845,300,905,185.911198
5047,12/31/24,2024,INDL,C,D,STD,GE,GE AEROSPACE,USD,40545,A,201010,20,20101010,336412,3724,220,925,180.5158054
114628,12/31/24,2024,INDL,C,D,STD,GS,GOLDMAN SACHS GROUP INC,USD,886982,A,402030,40,40203020,523150,6211,822,800,179.7511442
27928,7/31/24,2024,INDL,C,D,STD,INTU,INTUIT INC,USD,896878,A,451030,45,45103010,513210,7372,185,940,176.0019975
2817,12/31/24,2024,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,18230,A,201060,20,20106010,333120,3531,345,925,175.1412583
10499,12/31/24,2024,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,97476,A,453010,45,45301020,334413,3674,235,940,171.0498005
24800,9/30/24,2024,INDL,C,D,STD,QCOM,QUALCOMM INC,USD,804328,A,453010,45,45301020,334413,3674,180,940,170.67182
2136,12/31/24,2024,INDL,C,D,STD,VZ,VERIZON COMMUNICATIONS INC,USD,732712,A,501010,50,50101020,517312,4812,715,974,168.3429437
3735,12/31/24,2024,INDL,C,D,STD,DHR,DANAHER CORP,USD,313616,A,352030,35,35203010,334516,3826,355,925,165.7982263
119314,12/31/24,2024,INDL,C,D,STD,BKNG,BOOKING HOLDINGS INC,USD,1075531,A,253010,25,25301020,561510,4700,185,940,164.4397941
9899,12/31/24,2024,INDL,C,D,STD,T,AT&T INC,USD,732717,A,501010,50,50101020,517112,4812,715,974,163.3813305
36910,12/31/24,2024,INDL,C,D,STD,PLTR,PALANTIR TECHNOLOG INC,USD,1321655,A,451030,45,45103010,519130,7370,,,162.0238885
124434,12/31/24,2024,INDL,C,D,STD,BLK,BLACKROCK INC,USD,2012383,A,402030,40,40203010,523940,6282,823,800,158.7680101
7163,12/31/24,2024,INDL,C,D,STD,SPGI,S&P GLOBAL INC,USD,64040,A,402030,40,40203040,561450,7323,410,976,154.538709
10983,12/31/24,2024,INDL,C,D,STD,RTX,RTX CORP,USD,101829,A,201010,20,20101010,336412,3724,355,925,154.0251715
8530,12/31/24,2024,INDL,C,D,STD,PFE,PFIZER INC,USD,78003,A,352020,35,35202010,325412,2834,285,905,150.3452447
4517,12/31/24,2024,INDL,C,D,STD,NEE,NEXTERA ENERGY INC,USD,753308,A,551010,55,55101010,2211,4911,705,700,147.4236745
1300,12/31/24,2024,INDL,C,D,STD,HON,HONEYWELL INTERNATIONAL INC,USD,773840,A,201050,20,20105010,999977,9997,355,925,146.8842948
3226,12/31/24,2024,INDL,C,D,STD,CMCSA,COMCAST CORP,USD,1166691,A,502010,50,50201030,516210,4841,150,978,143.2556129
13341,12/31/24,2024,INDL,C,D,STD,PGR,PROGRESSIVE CORP-OHIO,USD,80661,A,403010,40,40301040,524126,6331,835,800,140.3664133
1602,12/31/24,2024,INDL,C,D,STD,AMGN,AMGEN INC,USD,318154,A,352010,35,35201010,325414,2836,147,905,140.1026065
6829,1/31/25,2024,INDL,C,D,STD,LOW,LOWE'S COS INC,USD,60667,A,255040,25,25504030,444110,5211,450,976,139.35562
20748,12/31/24,2024,INDL,C,D,STD,ANET,ARISTA NETWORKS INC,USD,1596532,A,452010,45,45201020,334118,3576,,,139.2412728
10867,12/31/24,2024,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,100885,A,203040,20,20304010,482111,4011,610,600,138.2508402
10115,12/31/24,2024,INDL,C,D,STD,SYK,STRYKER CORP,USD,310764,A,351010,35,35101010,339112,3841,300,905,137.256817
11672,1/31/25,2024,INDL,C,D,STD,TJX,TJX COS INC (THE),USD,109198,A,255040,25,25504010,458110,5651,452,976,135.809528
3243,12/31/24,2024,INDL,C,D,STD,C,CITIGROUP INC,USD,831001,A,401010,40,40101010,522110,6199,850,800,133.1261434
1704,10/31/24,2024,INDL,C,D,STD,AMAT,APPLIED MATERIALS INC,USD,6951,A,453010,45,45301010,333242,3559,247,940,133.03134
2285,12/31/24,2024,INDL,C,D,STD,BA,BOEING CO,USD,12927,A,201010,20,20101010,336411,3721,110,925,132.427152
13988,12/31/24,2024,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,USD,316709,A,402030,40,40203020,523940,6282,822,800,131.7127846
25279,12/31/24,2024,INDL,C,D,STD,BSX,BOSTON SCIENTIFIC CORP,USD,885725,A,351010,35,35101010,334510,3845,300,905,131.6422276
179741,12/31/24,2024,INDL,C,D,STD,KKR,KKR & CO INC,USD,1404912,A,402030,40,40203010,524113,6311,,,131.3779514
4199,12/31/24,2024,INDL,C,D,STD,ETN,EATON CORP PLC,USD,1551182,A,201040,20,20104010,335314,3620,355,925,131.155024
23650,12/31/24,2024,INDL,C,D,STD,SHOP,SHOPIFY INC,USD,1594805,A,451020,45,45102030,519130,7370,,,128.9605329
8549,12/31/24,2024,INDL,C,D,STD,COP,CONOCOPHILLIPS,USD,1163165,A,101020,10,10102020,2111,1311,385,935,128.2825435
35077,12/31/24,2024,INDL,C,D,STD,UBER,UBER TECHNOLOGIES INC,USD,1543151,A,203040,20,20304040,485310,4100,,,127.0163669
177088,12/31/24,2024,INDL,C,D,STD,BX,BLACKSTONE INC,USD,1393818,A,402030,40,40203010,523940,6282,,,124.4877573
171067,7/31/24,2024,INDL,C,D,STD,PANW,PALO ALTO NETWORKS INC,USD,1327567,A,451030,45,45103020,518210,7370,,,119.4021586
1891,6/30/24,2024,INDL,C,D,STD,ADP,AUTOMATIC DATA PROCESSING,USD,8670,A,202020,20,20202010,518210,7374,453,940,119.2748917
12635,12/31/24,2024,INDL,C,D,STD,FI,FISERV INC,USD,798354,A,402010,40,40201060,522320,7389,453,940,116.867341
6774,12/31/24,2024,INDL,C,D,STD,LMT,LOCKHEED MARTIN CORP,USD,936468,A,201010,20,20101010,336414,3760,110,925,115.1847879
24856,12/31/24,2024,INDL,C,D,STD,GILD,GILEAD SCIENCES INC,USD,882095,A,352010,35,35201010,325414,2836,147,905,115.1175904
3835,10/31/24,2024,INDL,C,D,STD,DE,DEERE & CO,USD,315189,A,201060,20,20106015,333111,3523,345,925,115.0663302
2403,12/31/24,2024,INDL,C,D,STD,BMY,BRISTOL-MYERS SQUIBB CO,USD,14272,A,352020,35,35202010,325412,2834,280,905,114.7136911
28034,12/31/24,2024,INDL,C,D,STD,CB,CHUBB LTD,USD,896159,A,403010,40,40301040,524126,6331,835,800,111.3759734
1632,10/31/24,2024,INDL,C,D,STD,ADI,ANALOG DEVICES INC,USD,6281,A,453010,45,45301020,334413,3674,235,940,105.4432656
7065,12/31/24,2024,INDL,C,D,STD,MMC,MARSH & MCLENNAN COS,USD,62709,A,403010,40,40301010,524210,6411,330,800,104.319224
24344,12/31/24,2024,INDL,C,D,STD,VRTX,VERTEX PHARMACEUTICALS INC,USD,875320,A,352010,35,35201010,325414,2836,147,905,103.7069309
25434,9/30/24,2024,INDL,C,D,STD,SBUX,STARBUCKS CORP,USD,829224,A,253010,25,25301040,722513,5812,420,978,103.45925
29984,12/31/24,2024,INDL,C,D,STD,PLD,PROLOGIS INC,USD,1045609,A,601025,60,60102510,531120,6798,850,800,97.8966975
144496,12/31/24,2024,INDL,C,D,STD,UBS,UBS GROUP AG,USD,1610520,A,402030,40,40203030,523940,6282,823,800,97.29245328
38212,12/31/24,2024,INDL,C,D,STD,APP,APPLOVIN CORP,USD,1751008,A,451030,45,45103010,513210,7372,,,96.71765545
137310,1/31/25,2024,INDL,C,D,STD,MRVL,MARVELL TECHNOLOGY INC,USD,1835632,A,453010,45,45301020,334413,3674,235,940,95.56134
7343,8/31/24,2024,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,723125,A,453010,45,45301020,334413,3674,235,940,93.75785888
184254,12/31/24,2024,INDL,C,D,STD,APO,APOLLO GLOBAL MGMT INC,USD,1858681,A,402010,40,40201020,523940,6282,,,93.45017056
6565,6/30/24,2024,INDL,C,D,STD,LRCX,LAM RESEARCH CORP,USD,707549,A,453010,45,45301010,333242,3559,247,940,92.93725755
10920,12/31/24,2024,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,1090727,A,203010,20,20301010,492110,4210,615,600,92.225757
138743,12/31/24,2024,INDL,C,D,STD,EQIX,EQUINIX INC,USD,1101239,A,601080,60,60108050,531190,6798,463,974,90.97757128
45169,12/31/24,2024,INDL,C,D,STD,GEV,GE VERNOVA INC,USD,1996810,A,201040,20,20104020,333611,3510,,,90.67053853
9850,12/31/24,2024,INDL,C,D,STD,SO,SOUTHERN CO,USD,92122,A,551010,55,55101010,2211,4911,705,700,90.19670688
33175,12/31/24,2024,INDL,C,D,STD,SPOT,SPOTIFY TECHNOLOGY SA,USD,1639920,A,502020,50,50202010,518210,7370,,,88.72753326
8543,12/31/24,2024,INDL,C,D,STD,MO,ALTRIA GROUP INC,USD,764180,A,302030,30,30203010,312230,2111,470,978,88.62177177
2369,12/31/24,2024,INDL,C,D,STD,BN,BROOKFIELD CORP,USD,1001085,A,402030,40,40203010,523,6200,822,800,86.65660335
6008,12/31/24,2024,INDL,C,D,STD,INTC,INTEL CORP,USD,50863,A,453010,45,45301020,334413,3674,235,940,86.47565
178081,12/31/24,2024,INDL,C,D,STD,MELI,MERCADOLIBRE INC,USD,1099590,A,255030,25,25503030,455219,5960,,,86.20720364
139665,12/31/24,2024,INDL,C,D,STD,MCO,MOODY'S CORP,USD,1059556,A,402030,40,40203040,561450,7323,850,800,85.774644
105365,12/31/24,2024,INDL,C,D,STD,AMT,AMERICAN TOWER CORP,USD,1053507,A,601080,60,60108030,531120,6798,463,974,85.70547549
9667,12/31/24,2024,INDL,C,D,STD,SHW,SHERWIN-WILLIAMS CO,USD,89800,A,151010,15,15101050,325510,2851,450,976,85.61238777
24616,12/31/24,2024,INDL,C,D,STD,PYPL,PAYPAL HOLDINGS INC,USD,1633917,A,402010,40,40201060,522320,7389,,,85.56670365
163610,12/31/24,2024,INDL,C,D,STD,ICE,INTERCONTINENTAL EXCHANGE,USD,1571949,A,402030,40,40203040,523999,6200,,,85.55796002
145046,12/31/24,2024,INDL,C,D,STD,ELV,ELEVANCE HEALTH INC,USD,1156039,A,351020,35,35102030,524114,6324,287,905,85.55639238
6304,6/30/24,2024,INDL,C,D,STD,KLAC,KLA CORP,USD,319201,A,453010,45,45301010,333314,3827,247,940,84.2848512
14282,12/31/24,2024,INDL,C,D,STD,APH,AMPHENOL CORP,USD,820313,A,452030,45,45203015,334417,3678,220,925,83.72982285
149070,12/31/24,2024,INDL,C,D,STD,CME,CME GROUP INC,USD,1156375,A,402030,40,40203040,523210,6200,822,800,83.68617057
4093,12/31/24,2024,INDL,C,D,STD,DUK,DUKE ENERGY CORP,USD,1326160,A,551010,55,55101010,2211,4931,705,700,83.22721068
5959,12/31/24,2024,INDL,C,D,STD,TT,TRANE TECHNOLOGIES PLC,USD,1466258,A,201020,20,20102010,333415,3585,345,925,83.11261665
13421,12/31/24,2024,INDL,C,D,STD,CDNS,CADENCE DESIGN SYSTEMS INC,USD,813672,A,451030,45,45103010,513210,7372,185,940,82.40505824
165914,12/31/24,2024,INDL,C,D,STD,CMG,CHIPOTLE MEXICAN GRILL INC,USD,1058090,A,253010,25,25301040,722513,5812,,,82.1643579
8358,6/30/24,2024,INDL,C,D,STD,PH,PARKER-HANNIFIN CORP,USD,76334,A,201060,20,20106020,332912,3490,355,925,81.86978546
14477,12/31/24,2024,INDL,C,D,STD,WM,WASTE MANAGEMENT INC,USD,823768,A,202010,20,20201050,562111,4953,405,925,80.99164113
35182,1/31/25,2024,INDL,C,D,STD,CRWD,CROWDSTRIKE HOLDINGS INC,USD,1535527,A,451030,45,45103020,518210,7370,,,80.01445816
142953,12/31/24,2024,INDL,C,D,STD,MDLZ,MONDELEZ INTERNATIONAL INC,USD,1103982,A,302020,30,30202030,311821,2052,250,978,79.87059762
5543,12/31/24,2024,INDL,C,D,STD,WELL,WELLTOWER INC,USD,766704,A,601050,60,60105010,531110,6798,850,800,78.4776207
3221,12/31/24,2024,INDL,C,D,STD,AON,AON PLC,USD,315293,A,403010,40,40301010,524210,6411,330,800,77.67409656
28930,12/31/24,2024,INDL,C,D,STD,MAR,MARRIOTT INTL INC,USD,1048286,A,253010,25,25301020,721110,7011,310,976,77.51547342
7585,12/31/24,2024,INDL,C,D,STD,MSI,MOTOROLA SOLUTIONS INC,USD,68505,A,452010,45,45201020,334220,3663,180,940,77.2483415
23812,12/31/24,2024,INDL,C,D,STD,REGN,REGENERON PHARMACEUTICALS,USD,872589,A,352010,35,35201010,325412,2834,147,905,76.98292992
2547,12/31/24,2024,INDL,C,D,STD,CI,CIGNA GROUP (THE),USD,1739940,A,351020,35,35102015,524114,6324,287,905,76.8091722
8245,12/31/24,2024,INDL,C,D,STD,PNC,PNC FINANCIAL SVCS GROUP INC,USD,713676,A,401010,40,40101010,522110,6020,815,800,76.51960552
25466,12/31/24,2024,INDL,C,D,STD,RACE,FERRARI NV,USD,1648416,A,251020,25,25102010,336110,3711,,,76.21672084
22260,12/31/24,2024,INDL,C,D,STD,HCA,HCA HEALTHCARE INC,USD,860730,A,351020,35,35102020,622110,8062,295,905,76.02709202
5878,12/31/24,2024,INDL,C,D,STD,ITW,ILLINOIS TOOL WORKS,USD,49826,A,201060,20,20106020,33399,3560,355,925,74.876268
24975,10/31/24,2024,INDL,C,D,STD,SNPS,SYNOPSYS INC,USD,883241,A,451030,45,45103010,511210,7372,185,940,74.79979878
4723,12/31/24,2024,INDL,C,D,STD,USB,US BANCORP,USD,36104,A,401010,40,40101010,522110,6020,815,800,74.61633056
3170,12/31/24,2024,INDL,C,D,STD,CL,COLGATE-PALMOLIVE CO,USD,21665,A,303010,30,30301010,325611,2844,320,978,74.27447001
13721,12/31/24,2024,INDL,C,D,STD,ZTS,ZOETIS INC,USD,1555280,A,352020,35,35202010,325412,2834,,,73.50830894
5046,12/31/24,2024,INDL,C,D,STD,GD,GENERAL DYNAMICS CORP,USD,40533,A,201010,20,20101010,336411,3721,110,925,72.45157906
183377,12/31/24,2024,INDL,C,D,STD,FTNT,FORTINET INC,USD,1262039,A,451030,45,45103020,513210,7372,,,72.41447944
15704,12/31/24,2024,INDL,C,D,STD,TRI,THOMSON-REUTERS CORP,USD,1075124,A,202020,20,20202020,519290,7370,410,976,72.15768846
61811,12/31/24,2024,INDL,C,D,STD,SCCO,SOUTHERN COPPER CORP,USD,1001838,A,151040,15,15104025,212230,1000,360,970,72.03015443
148349,9/30/24,2024,INDL,C,D,STD,TDG,TRANSDIGM GROUP INC,USD,1260221,A,201010,20,20101010,336413,3728,110,925,71.25915609
4973,12/31/24,2024,INDL,C,D,STD,AJG,ARTHUR J GALLAGHER & CO,USD,354190,A,403010,40,40301010,524210,6411,330,800,70.90658405
4321,9/30/24,2024,INDL,C,D,STD,EMR,EMERSON ELECTRIC CO,USD,32604,A,201040,20,20104010,334513,3823,220,925,70.58197683
7435,12/31/24,2024,INDL,C,D,STD,MMM,3M CO,USD,66740,A,201050,20,20105010,999977,9997,355,925,70.29712131
40614,12/31/24,2024,INDL,C,D,STD,CEG,CONSTELLATION ENE CORP,USD,1868275,A,551010,55,55101010,22111,4911,,,69.9691087
16478,12/31/24,2024,INDL,C,D,STD,EOG,EOG RESOURCES INC,USD,821189,A,101020,10,10102020,2111,1311,380,935,68.945121
33861,12/31/24,2024,INDL,C,D,STD,PDD,PDD HOLDINGS INC,USD,1737806,A,255030,25,25503030,519290,7370,,,68.52198015
28180,12/31/24,2024,INDL,C,D,STD,ORLY,O'REILLY AUTOMOTIVE INC,USD,898173,A,255040,25,25504050,441330,5531,449,976,68.45742269
7985,12/31/24,2024,INDL,C,D,STD,NOC,NORTHROP GRUMMAN CORP,USD,1133421,A,201010,20,20101010,334511,3812,220,925,68.37320801
30990,12/31/24,2024,INDL,C,D,STD,COF,CAPITAL ONE FINANCIAL CORP,USD,927628,A,402020,40,40202010,522210,6141,845,800,68.03086702
112876,12/31/24,2024,INDL,C,D,STD,EPD,ENTERPRISE PRODCT PARTNRS LP,USD,1061219,A,101020,10,10102040,211120,1311,380,935,67.975152
165649,12/31/24,2024,INDL,C,D,STD,ET,ENERGY TRANSFER LP,USD,1276187,A,101020,10,10102040,486210,4922,,,67.07453403
4213,12/31/24,2024,INDL,C,D,STD,ECL,ECOLAB INC,USD,31462,A,151010,15,15101050,325612,2842,167,970,66.35052267
11506,12/31/24,2024,INDL,C,D,STD,WMB,WILLIAMS COS INC,USD,107263,A,101020,10,10102040,486210,4922,710,700,65.97292944
2111,9/30/24,2024,INDL,C,D,STD,BDX,BECTON DICKINSON & CO,USD,10795,A,351010,35,35101010,339112,3841,300,905,65.79411496
37420,12/31/24,2024,INDL,C,D,STD,DASH,DOORDASH INC,USD,1792789,A,253010,25,25301040,519290,7370,,,65.25156275
1209,9/30/24,2024,INDL,C,D,STD,APD,AIR PRODUCTS & CHEMICALS INC,USD,2969,A,151010,15,15101040,325120,2810,160,970,64.50025758
1878,1/31/25,2024,INDL,C,D,STD,ADSK,AUTODESK INC,USD,769397,A,451030,45,45103010,519290,7370,185,940,63.69799729
112168,12/31/24,2024,INDL,C,D,STD,RSG,REPUBLIC SERVICES INC,USD,1060391,A,202010,20,20201050,562111,4953,405,925,62.99991623
15444,12/31/24,2024,INDL,C,D,STD,CRH,CRH PLC,USD,849395,A,151020,15,15102010,327310,3241,202,970,62.85225924
2574,12/31/24,2024,INDL,C,D,STD,CSX,CSX CORP,USD,277948,A,203040,20,20304010,482111,4011,610,600,62.23008113
28191,12/31/24,2024,INDL,C,D,STD,RCL,ROYAL CARIBBEAN GROUP,USD,884887,A,253010,25,25301020,483112,4400,612,600,62.02677375
3813,1/31/25,2024,INDL,C,D,STD,TGT,TARGET CORP,USD,27419,A,301010,30,30101040,455219,5331,445,976,61.94109358
61214,12/31/24,2024,INDL,C,D,STD,ASML,ASML HOLDING NV,USD,937966,A,453010,45,45301010,333242,3559,247,940,61.47689085
36191,12/31/24,2024,INDL,C,D,STD,CARR,CARRIER GLOBAL CORP,USD,1783180,A,201020,20,20102010,333415,3585,,,61.24471502
111534,12/31/24,2024,INDL,C,D,STD,MSTR,MICROSTRATEGY INC,USD,1050446,A,451030,45,45103010,511210,7372,185,940,60.93488952
6310,12/31/24,2024,INDL,C,D,STD,KMI,KINDER MORGAN INC,USD,1506307,A,101020,10,10102040,486210,4923,710,700,60.872936
5643,12/31/24,2024,INDL,C,D,STD,HLT,HILTON WORLDWIDE HOLDINGS,USD,1585689,A,253010,25,25301020,721110,7011,310,976,60.2526648
160991,12/31/24,2024,INDL,C,D,STD,DLR,DIGITAL REALTY TRUST INC,USD,1297996,A,601080,60,60108050,531120,6798,,,58.82266629
8151,12/31/24,2024,INDL,C,D,STD,OKE,ONEOK INC,USD,1039684,A,101020,10,10102040,221210,4923,710,700,58.6588004
5073,12/31/24,2024,INDL,C,D,STD,GM,GENERAL MOTORS CO,USD,1467858,A,251020,25,25102010,336110,3711,120,976,58.57547892
11856,12/31/24,2024,INDL,C,D,STD,TFC,TRUIST FINANCIAL CORP,USD,92230,A,401010,40,40101015,522110,6020,815,800,57.58786098
1449,12/31/24,2024,INDL,C,D,STD,AFL,AFLAC INC,USD,4977,A,403010,40,40301020,524114,6321,825,800,57.46381632
37460,12/31/24,2024,INDL,C,D,STD,ABNB,AIRBNB INC,USD,1559720,A,253010,25,25301020,721,7000,,,56.88436657
133768,12/31/24,2024,INDL,C,D,STD,MET,METLIFE INC,USD,1099219,A,403010,40,40301020,524113,6311,825,800,56.6953496
7241,12/31/24,2024,INDL,C,D,STD,CVS,CVS HEALTH CORP,USD,64803,A,351020,35,35102015,621,8000,435,978,56.48993512
29389,12/31/24,2024,INDL,C,D,STD,SPG,SIMON PROPERTY GROUP INC,USD,1063761,A,601070,60,60107010,531120,6798,850,800,56.18695996
2019,12/31/24,2024,INDL,C,D,STD,BK,BANK OF NEW YORK MELLON CORP,USD,1390777,A,402030,40,40203010,522110,6020,815,800,55.86140274
24925,12/31/24,2024,INDL,C,D,STD,ROP,ROPER TECHNOLOGIES INC,USD,882835,A,451030,45,45103010,518210,7370,357,925,55.74299351
8272,12/31/24,2024,INDL,C,D,STD,SRE,SEMPRA ENERGY,USD,1032208,A,551030,55,55103010,486210,4923,710,700,55.56176028
29901,7/31/24,2024,INDL,C,D,STD,CPRT,COPART INC,USD,900075,A,202010,20,20201070,425120,5010,175,976,55.29687192
15044,1/31/25,2024,INDL,C,D,STD,WDAY,WORKDAY INC,USD,1327811,A,451030,45,45103010,518210,7370,,,54.96039
14590,12/31/24,2024,INDL,C,D,STD,FCX,FREEPORT-MCMORAN INC,USD,831259,A,151040,15,15104025,212230,1000,360,970,54.71821824
62689,12/31/24,2024,INDL,C,D,STD,TRV,TRAVELERS COS INC,USD,86312,A,403010,40,40301040,524126,6331,835,800,54.68660691
8253,12/31/24,2024,INDL,C,D,STD,PCAR,PACCAR INC,USD,75362,A,201060,20,20106010,336120,3711,135,925,54.53779002
9465,12/31/24,2024,INDL,C,D,STD,SLB,SCHLUMBERGER LTD,USD,87347,A,101010,10,10101020,213112,1389,395,935,54.14198436
23809,8/31/24,2024,INDL,C,D,STD,AZO,AUTOZONE INC,USD,866787,A,255040,25,25504050,441330,5531,449,976,53.735964
7923,12/31/24,2024,INDL,C,D,STD,NSC,NORFOLK SOUTHERN CORP,USD,702165,A,203040,20,20304010,482111,4011,610,600,53.098528
27885,12/31/24,2024,INDL,C,D,STD,TTD,TRADE DESK INC,USD,1671933,A,502010,50,50201010,519290,7370,,,52.84795215
184725,12/31/24,2024,INDL,C,D,STD,NXPI,NXP SEMICONDUCTORS NV,USD,1413447,A,453010,45,45301020,334413,3674,,,52.82632714
10096,12/31/24,2024,INDL,C,D,STD,PSA,PUBLIC STORAGE,USD,1393311,A,601080,60,60108020,531130,6798,850,800,52.45679752
6268,9/30/24,2024,INDL,C,D,STD,JCI,JOHNSON CONTROLS INTL PLC,USD,833444,A,201020,20,20102010,333415,3585,355,925,52.26626205
164708,12/31/24,2024,INDL,C,D,STD,AMP,AMERIPRISE FINANCIAL INC,USD,820027,A,402030,40,40203010,523940,6282,,,51.65369548
5256,12/31/24,2024,INDL,C,D,STD,GWW,GRAINGER (W W) INC,USD,277135,A,201070,20,20107010,42,5000,222,940,51.33223744
24316,12/31/24,2024,INDL,C,D,STD,MNST,MONSTER BEVERAGE CORP,USD,865752,A,302010,30,30201030,312111,2086,145,978,51.1156512
28349,12/31/24,2024,INDL,C,D,STD,ALL,ALLSTATE CORP,USD,899051,A,403010,40,40301040,524126,6331,835,800,51.05136772
339965,1/31/25,2024,INDL,C,D,STD,SNOW,SNOWFLAKE INC,USD,1640147,A,451020,45,45102030,518210,7370,,,50.970741
34749,12/31/24,2024,INDL,C,D,STD,COIN,COINBASE GLOBAL INC,USD,1679788,A,402030,40,40203040,523210,6200,,,50.879153
9248,1/31/25,2024,INDL,C,D,STD,ROST,ROSS STORES INC,USD,745732,A,255040,25,25504010,458110,5651,432,976,49.95812766
1440,12/31/24,2024,INDL,C,D,STD,AEP,AMERICAN ELECTRIC POWER CO,USD,4904,A,551010,55,55101010,2211,4911,705,700,49.11846995
12294,12/31/24,2024,INDL,C,D,STD,MPLX,MPLX LP,USD,1552000,A,101020,10,10102040,486110,4610,,,48.76034232
126136,12/31/24,2024,INDL,C,D,STD,CHTR,CHARTER COMMUNICATIONS INC,USD,1091667,A,502010,50,50201030,516210,4841,150,978,48.7405215
13824,9/30/24,2024,INDL,C,D,STD,FICO,FAIR ISAAC CORP,USD,814547,A,451030,45,45103010,541512,7373,185,940,48.47516486
29453,12/31/24,2024,INDL,C,D,STD,LNG,CHENIERE ENERGY INC,USD,3570,A,101020,10,10102040,211130,1311,380,935,48.20930755
170750,12/31/24,2024,INDL,C,D,STD,FANG,DIAMONDBACK ENERGY INC,USD,1539838,A,101020,10,10102020,2111,1311,,,47.83655787
3650,12/31/24,2024,INDL,C,D,STD,CMI,CUMMINS INC,USD,26172,A,201060,20,20106010,333618,3510,135,925,47.82164657
170841,12/31/24,2024,INDL,C,D,STD,PSX,PHILLIPS 66,USD,1534701,A,101020,10,10102030,324110,2911,,,47.05183677
178507,12/31/24,2024,INDL,C,D,STD,MSCI,MSCI INC,USD,1408198,A,402030,40,40203040,523940,6282,,,47.02338449
157373,12/31/24,2024,INDL,C,D,STD,VST,VISTRA CORP,USD,1692819,A,551050,55,55105010,2211,4911,,,46.90695862
30822,12/31/24,2024,INDL,C,D,STD,O,REALTY INCOME CORP,USD,726728,A,601070,60,60107010,531120,6798,850,800,46.74501951
66446,12/31/24,2024,INDL,C,D,STD,PWR,QUANTA SERVICES INC,USD,1050915,A,201030,20,20103010,238210,1731,240,925,46.65277112
8068,12/31/24,2024,INDL,C,D,STD,OXY,OCCIDENTAL PETROLEUM CORP,USD,797468,A,101020,10,10102010,2111,1311,385,935,46.36352763
