gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,cik,costat,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,Mkt cap 31 Dec 2024
20044,12/31/24,2024,INDL,C,D,STD,BGSF,BGSF INC,USD,1474903,A,202020,20,20202010,561330,7363,,,0.05776576
37110,12/31/24,2024,INDL,C,D,STD,STTK,SHATTUCK LABS INC,USD,1680367,A,352010,35,35201010,325414,2836,,,0.0577654
14112,6/30/24,2024,INDL,C,D,STD,FKWL,FRANKLIN WIRELESS CORP,USD,722572,A,452010,45,45201020,334210,3661,185,940,0.0577416
10761,12/31/24,2024,INDL,C,D,STD,VNRX,VOLITIONRX LTD,USD,93314,A,351010,35,35101020,325413,2835,,,0.0575808
38592,12/31/24,2024,INDL,C,D,STD,FLYX,FLYEXCLUSIVE INC,USD,1843973,A,203020,20,20302010,481211,4522,,,0.05733
37102,12/31/24,2024,INDL,C,D,STD,KRON,KRONOS BIO INC,USD,1741830,A,352010,35,35201010,325414,2836,,,0.05732395
12377,12/31/24,2024,INDL,C,D,STD,REFR,RESEARCH FRONTIERS INC,USD,793524,A,452030,45,45203010,541715,8731,292,905,0.05731578
38333,12/31/24,2024,INDL,C,D,STD,GANX,GAIN THERAPEUTICS INC,USD,1819411,A,352010,35,35201010,325414,2836,,,0.057294
26218,12/31/24,2024,INDL,C,D,STD,GORV,LAZYDAYS HOLDINGS INC,USD,1721741,A,255040,25,25504050,441210,5500,,,0.057241745
17396,12/31/24,2024,INDL,C,D,STD,AMPG,AMPLITECH GROUP INC,USD,1518461,A,452030,45,45203015,334220,3663,,,0.05701288
10353,12/31/24,2024,INDL,C,D,STD,TISI,TEAM INC,USD,318833,A,202010,20,20201050,541380,8734,175,976,0.0568698
43104,9/30/24,2024,INDL,C,D,STD,AZI,AUTOZI INTERNET TECHN GLOBL,USD,1959726,A,255040,25,25504050,4411,5500,,,0.056801502
66301,12/31/24,2024,INDL,C,D,STD,MPU,MEGA MATRIX INC,USD,1953021,A,502020,50,50202010,518210,7370,175,976,0.0562533
32525,12/31/24,2024,INDL,C,D,STD,SPRO,SPERO THERAPEUTICS INC,USD,1701108,A,352010,35,35201010,325414,2836,,,0.05615354
39789,12/31/24,2024,INDL,C,D,STD,MSAI,MULTISENSOR AI HOLDINGS INC,USD,1863990,A,452030,45,45203010,334513,3823,,,0.05601144
196269,12/31/24,2024,INDL,C,D,STD,FBIO,FORTRESS BIOTECH INC,USD,1429260,A,352010,35,35201010,325412,2834,,,0.055900125
182701,12/31/24,2024,INDL,C,D,STD,OPI,OFFICE PROPERTIES INCOME TR,USD,1456772,A,601040,60,60104010,531120,6798,,,0.055769844
26537,12/31/24,2024,INDL,C,D,STD,YRD,YIREN DIGITAL LTD -ADR,USD,1631761,A,402020,40,40202010,522291,6141,,,0.0556896
36556,12/31/24,2024,INDL,C,D,STD,RPTX,REPARE THERAPEUTIC INC,USD,1808158,A,352010,35,35201010,325414,2836,,,0.05568941
126020,12/31/24,2024,INDL,C,D,STD,IDN,INTELLICHECK INC,USD,1040896,A,451030,45,45103010,518210,7370,370,925,0.0553336
37594,12/31/24,2024,INDL,C,D,STD,SPRU,SPRUCE POWER HOLDG CORP,USD,1772720,A,551050,55,55105020,221114,4911,,,0.05525091
35429,12/31/24,2024,INDL,C,D,STD,RAPT,RAPT THERAPEUTICS INC,USD,1673772,A,352010,35,35201010,325414,2836,,,0.05514674
20307,12/31/24,2024,INDL,C,D,STD,ELTX,ELICIO THERAPEUTICS INC,USD,1601485,A,352010,35,35201010,325414,2836,,,0.0550341
25476,12/31/24,2024,INDL,C,D,STD,BAFN,BAYFIRST FINANCIAL CORP,USD,1649739,A,401010,40,40101015,522110,6020,,,0.0549689
43551,12/31/24,2024,INDL,C,D,STD,MURA,MURAL ONCOLOGY PLC,USD,1971543,A,352010,35,35201010,325414,2836,,,0.0549332
12719,12/31/24,2024,INDL,C,D,STD,APYX,APYX MEDICAL CORP,USD,719135,A,351010,35,35101010,334510,3845,300,905,0.05473752
177405,12/31/24,2024,INDL,C,D,STD,HYMC,HYCROFT MINING HOLDING CORP,USD,1718405,A,151040,15,15104030,212220,1040,,,0.05470634
296810,12/31/24,2024,INDL,C,D,STD,ICCM,ICECURE MEDICAL LTD,USD,1584371,A,351010,35,35101010,334510,3845,,,0.0544698
9023,6/30/24,2024,INDL,C,D,STD,RGS,REGIS CORP/MN,USD,716643,A,253020,25,25302020,812112,7200,175,976,0.05412904
121257,6/30/24,2024,INDL,C,D,STD,GEG,GREAT ELM GROUP INC,USD,1831096,A,402030,40,40203010,523910,6799,185,940,0.05383664
37063,12/31/24,2024,INDL,C,D,STD,PRLD,PRELUDE THERAPEUTICS INC,USD,1678660,A,352010,35,35201010,325414,2836,,,0.053785875
38028,9/30/24,2024,INDL,C,D,STD,NCEW,NEW CENTURY LGSTCS (BVI) LTD,USD,1968043,A,203010,20,20301010,488510,4731,,,0.05375
21901,12/31/24,2024,INDL,C,D,STD,FGEN,FIBROGEN INC,USD,921299,A,352010,35,35201010,325414,2836,,,0.053357715
41937,6/30/24,2024,INDL,C,D,STD,QSG,QUANTASING GROUP LTD,USD,1932770,A,253020,25,25302010,6116,8200,,,0.05331528
60911,12/31/24,2024,INDL,C,D,STD,NHTC,NATURAL HEALTH TRENDS CORP,USD,912061,A,303020,30,30302010,424210,5122,280,905,0.05319006
39266,12/31/24,2024,INDL,C,D,STD,IVVD,INVIVYD INC,USD,1832038,A,352010,35,35201010,325414,2836,,,0.05300185
32396,12/31/24,2024,INDL,C,D,STD,NVNO,ENVVENO MEDICAL CORPORATION,USD,1661053,A,351010,35,35101010,339112,3841,,,0.05295872
176304,6/30/24,2024,INDL,C,D,STD,RTC,BAIJIAYUN GROUP LTD,USD,1381074,A,451030,45,45103010,518210,7370,,,0.05291899
248780,6/30/24,2024,INDL,C,D,STD,NEUP,NEUPHORIA THERAPEUTICS INC,USD,1191070,A,352010,35,35201010,325414,2836,,,0.0527877
50297,12/31/24,2024,INDL,C,D,STD,SPAI,SAFE PRO GROUP INC,USD,2011208,A,201010,20,20101010,339113,3842,,,0.05269697
25726,12/31/24,2024,INDL,C,D,STD,CVU,CPI AEROSTRUCTURES INC,USD,889348,A,201010,20,20101010,336413,3728,110,925,0.05265405
41623,12/31/24,2024,INDL,C,D,STD,BHM,BLUEROCK HOMES TRST INC,USD,1903382,A,601060,60,60106020,531110,6798,,,0.05246958
179507,12/31/24,2024,INDL,C,D,STD,SCNX,SCIENTURE HOLDINGS INC,USD,1382574,A,351030,35,35103010,519290,7370,,,0.05189085
165630,12/31/24,2024,INDL,C,D,STD,SSBI,SUMMIT STATE BANK,USD,,A,401010,40,40101015,522110,6020,,,0.05184405
41132,12/31/24,2024,INDL,C,D,STD,MAIA,MAIA BIOTECHNOLOGY INC,USD,1878313,A,352010,35,35201010,325414,2836,,,0.05179284
158055,12/31/24,2024,INDL,C,D,STD,DYAI,DYADIC INTERNATIONAL INC,USD,1213809,A,352010,35,35201010,325414,2836,,,0.05178075
33466,12/31/24,2024,INDL,C,D,STD,ITRM,ITERUM THERAPEUTICS,USD,1659323,A,352020,35,35202010,325414,2836,,,0.0514008
39376,12/31/24,2024,INDL,C,D,STD,CLST,CATALYST BANCORP INC,USD,1849867,A,401010,40,40101015,522180,6035,,,0.05110534
37799,12/31/24,2024,INDL,C,D,STD,HYPR,HYPERFINE INC,USD,1833769,A,351010,35,35101010,334510,3845,,,0.05094584
36852,12/31/24,2024,INDL,C,D,STD,CCG,CHECHE GROUP INC,USD,1965473,A,403010,40,40301010,524210,6411,,,0.050854225
38422,12/31/24,2024,INDL,C,D,STD,CNTB,CONNECT BIO HLD LTD - ADS,USD,1835268,A,352010,35,35201010,325414,2836,,,0.0504114
183269,12/31/24,2024,INDL,C,D,STD,VIVK,VIVAKOR INC,USD,1450704,A,101020,10,10102040,562,4950,,,0.05002976
163965,12/31/24,2024,INDL,C,D,STD,CTSO,CYTOSORBENTS CORP,USD,1175151,A,351010,35,35101010,339112,3841,,,0.0497588
19605,12/31/24,2024,INDL,C,D,STD,RAND,RAND CAPITAL CORP,USD,81955,A,402030,40,40203010,523910,6797,850,800,0.04968425
21522,12/31/24,2024,INDL,C,D,STD,VYNE,VYNE THERAPEUTICS INC,USD,1566044,A,352020,35,35202010,325412,2834,,,0.04941585
38109,12/31/24,2024,INDL,C,D,STD,GROV,GROVE COLLABORATIVE HLDG INC,USD,1841761,A,255040,25,25504040,455219,5961,,,0.04926021
33631,12/31/24,2024,INDL,C,D,STD,KZR,KEZAR LIFE SCIENCES,USD,1645666,A,352010,35,35201010,325414,2836,,,0.04902912
40672,12/31/24,2024,INDL,C,D,STD,KSCP,KNIGHTSCOPE INC,USD,1600983,A,202010,20,20201080,561621,7380,,,0.0489025
37363,12/31/24,2024,INDL,C,D,STD,BCG,BINAH CAPITAL GROUP INC,USD,1953984,A,402030,40,40203010,523,6200,,,0.04880988
29537,12/31/24,2024,INDL,C,D,STD,TRVG,TRIVAGO NV,USD,1683825,A,502030,50,50203010,519290,7370,,,0.04879058
30473,12/31/24,2024,INDL,C,D,STD,XPL,SOLITARIO RESOURCES CORP,USD,917225,A,151040,15,15104020,212,1000,,,0.048414891
12874,12/31/24,2024,INDL,C,D,STD,ICAD,ICAD INC,USD,749660,A,351030,35,35103010,334510,3845,188,940,0.04822782
153895,12/31/24,2024,INDL,C,D,STD,OPHC,OPTIMUMBANK HOLDINGS INC,USD,1288855,A,401010,40,40101015,522110,6020,,,0.0480284
43533,12/31/24,2024,INDL,C,D,STD,LGCL,LUCAS GC LTD,USD,1954694,A,202020,20,20202010,561311,7361,,,0.04780145
38643,12/31/24,2024,INDL,C,D,STD,BRNS,BARINTHUS BIOTHERAPEUTICS,USD,1828185,A,352010,35,35201010,325414,2836,,,0.047767944
66697,12/31/24,2024,INDL,C,D,STD,INO,INOVIO PHARMACEUTICALS INC,USD,1055726,A,352010,35,35201010,325414,2836,300,905,0.047763
37062,12/31/24,2024,INDL,C,D,STD,CALC,CALCIMEDICA INC,USD,1534133,A,352020,35,35202010,325412,2834,,,0.04772628
38755,12/31/24,2024,INDL,C,D,STD,TCBS,TEXAS COMMUNITY BANCSHAR INC,USD,1849466,A,401010,40,40101015,522180,6036,,,0.047519
39882,12/31/24,2024,INDL,C,D,STD,LVLU,LULU'S FASHION LOUN HOLD INC,USD,1780201,A,255040,25,25504010,455110,5961,,,0.04749503
31507,12/31/24,2024,INDL,C,D,STD,NINE,NINE ENERGY SERVICE INC,USD,1532286,A,101010,10,10101020,213112,1389,,,0.04744768
62057,12/31/24,2024,INDL,C,D,STD,WYY,WIDEPOINT CORP,USD,1034760,A,451020,45,45102010,541519,7370,185,940,0.04744168
38849,10/31/24,2024,INDL,C,D,STD,HKD,AMTD DIGITAL INC -ADR,USD,1809691,A,451030,45,45103010,721110,7011,,,0.04736
182986,9/30/24,2024,INDL,C,D,STD,OPXS,OPTEX SYSTEMS HOLDINGS INC,USD,1397016,A,201010,20,20101010,333310,3827,,,0.04731342
34937,12/31/24,2024,INDL,C,D,STD,FSEA,FIRST SEACOAST BANCORP INC,USD,1943802,A,401010,40,40101015,522180,6035,,,0.0471378
35583,12/31/24,2024,INDL,C,D,STD,MDIA,MEDIACO HOLDING INC,USD,1784254,A,502010,50,50201020,516110,4832,,,0.0470307
4759,9/30/24,2024,INDL,C,D,STD,BDL,FLANIGANS ENTERPRISES INC,USD,12040,A,253010,25,25301040,722511,5812,420,978,0.04693975
253523,6/30/24,2024,INDL,C,D,STD,IMMP,IMMUTEP LTD,USD,1506184,A,352010,35,35201010,325414,2836,,,0.04686766
184345,12/31/24,2024,INDL,C,D,STD,BEEM,BEAM GLOBAL,USD,1398805,A,201040,20,20104010,3359,3690,,,0.04683358
37393,12/31/24,2024,INDL,C,D,STD,YSG,YATSEN HOLDING LTD -ADR,USD,1819580,A,303020,30,30302010,325620,2844,,,0.046765
38929,12/31/24,2024,INDL,C,D,STD,RERE,ATRENEW INC  -ADR,USD,1838957,A,255040,25,25504020,449210,5961,,,0.04675104
187357,12/31/24,2024,INDL,C,D,STD,IZEA,IZEA WORLDWIDE INC,USD,1495231,A,502030,50,50203010,519290,7370,,,0.04665925
39417,12/31/24,2024,INDL,C,D,STD,SRZN,SURROZEN INC,USD,1824893,A,352010,35,35201010,325414,2836,,,0.0466375
20040,12/31/24,2024,INDL,C,D,STD,SCYX,SCYNEXIS INC,USD,1178253,A,352020,35,35202010,325414,2836,,,0.04591103
13235,12/31/24,2024,INDL,C,D,STD,ICCC,IMMUCELL CORP,USD,811641,A,352010,35,35201010,325413,2835,147,905,0.0458968
39190,12/31/24,2024,INDL,C,D,STD,RANI,RANI THERAPET HOLD INC,USD,1856725,A,352020,35,35202010,325414,2836,,,0.04563744
10938,12/31/24,2024,INDL,C,D,STD,USEG,US ENERGY CORP,USD,101594,A,101020,10,10102020,211120,1311,305,976,0.04558295
184133,12/31/24,2024,INDL,C,D,STD,PPSI,PIONEER POWER SOLUTIONS INC,USD,1449792,A,201040,20,20104020,335311,3612,,,0.04548369
39728,12/31/24,2024,INDL,C,D,STD,LUCD,LUCID DIAGNOSTICS INC,USD,1799011,A,351010,35,35101010,334510,3845,,,0.045392822
26817,9/30/24,2024,INDL,C,D,STD,OTLK,OUTLOOK THERAPEUTICS INC,USD,1649989,A,352010,35,35201010,325414,2836,,,0.04518234
126010,12/31/24,2024,INDL,C,D,STD,FSI,FLEXIBLE SOLUTIONS INTL INC,USD,1069394,A,151010,15,15101050,325180,2810,,,0.04496616
38827,6/30/24,2024,INDL,C,D,STD,VRAR,GLIMPSE GROUP INC(THE),USD,1854445,A,451020,45,45102010,541511,7371,,,0.04488978
6416,6/30/24,2024,INDL,C,D,STD,KTCC,KEY TRONIC CORP,USD,719733,A,452030,45,45203020,334418,3670,188,940,0.04487754
39622,6/30/24,2024,INDL,C,D,STD,CFSB,CFSB BANCORP INC,USD,1879103,A,401010,40,40101015,522180,6035,,,0.04464238
34469,12/31/24,2024,INDL,C,D,STD,SER,SERINA THERAPEUTICS INC,USD,1708599,A,352010,35,35201010,325414,2836,,,0.04454892
37896,12/31/24,2024,INDL,C,D,STD,AGFY,AGRIFY CORP,USD,1800637,A,201060,20,20106015,333111,3523,,,0.0443547
15240,12/31/24,2024,INDL,C,D,STD,WWR,WESTWATER RESOURCES INC,USD,839470,A,201040,20,20104010,335991,3620,360,970,0.044279959
17269,12/31/24,2024,INDL,C,D,STD,ASRV,AMERISERV FINANCIAL INC/PA,USD,707605,A,401010,40,40101015,522110,6020,817,800,0.04427092
324960,6/30/24,2024,INDL,C,D,STD,FEAM,5E ADVANCED MATERIALS INC,USD,1888654,A,151040,15,15104020,212390,1400,,,0.04408512
36632,12/31/24,2024,INDL,C,D,STD,SHOT,SAFETY SHOT INC,USD,1760903,A,303020,30,30302010,325620,2844,,,0.04401936
10902,12/31/24,2024,INDL,C,D,STD,UG,UNITED-GUARDIAN INC,USD,101295,A,303020,30,30302010,325412,2834,285,905,0.04391864
42023,12/31/24,2024,INDL,C,D,STD,SFWL,SHENGFENG DEVELOPMENT LTD,USD,1863218,A,203010,20,20301010,488510,4731,,,0.04386744
19752,6/30/24,2024,INDL,C,D,STD,ICMB,INVESTCORP CRDT MNGMT BDC,USD,1578348,A,402030,40,40203010,523910,6797,,,0.04365018
38706,6/30/24,2024,INDL,C,D,STD,ANEB,ANEBULO PHARMA INC,USD,1815974,A,352020,35,35202010,325412,2834,,,0.04356744
38535,6/30/24,2024,INDL,C,D,STD,ESLA,ESTRELLA IMMUNOPHARMA INC,USD,1844417,A,352010,35,35201010,325414,2836,,,0.0434148
170535,12/31/24,2024,INDL,C,D,STD,BRFH,BARFRESH FOOD GROUP INC,USD,1487197,A,302020,30,30202030,311412,2030,,,0.04335324
37748,12/31/24,2024,INDL,C,D,STD,SWVL,SWVL HOLDINGS CORP,USD,1875609,A,203040,20,20304040,485113,4100,,,0.043352657
135044,12/31/24,2024,INDL,C,D,STD,PXLW,PIXELWORKS INC,USD,1040161,A,453010,45,45301020,334413,3674,235,940,0.042995271
183799,12/31/24,2024,INDL,C,D,STD,FLNT,FLUENT INC,USD,1460329,A,502010,50,50201010,541613,8742,,,0.04253004
40781,12/31/24,2024,INDL,C,D,STD,RVSN,RAIL VISION LTD,USD,1743905,A,452030,45,45203010,334290,3669,,,0.04243421
37633,12/31/24,2024,INDL,C,D,STD,CLNN,CLENE INC,USD,1822791,A,352010,35,35201010,325412,2834,,,0.0423738
19767,12/31/24,2024,INDL,C,D,STD,BTCS,BTCS INC,USD,1436229,A,451030,45,45103010,519290,7370,,,0.04205175
1613,12/31/24,2024,INDL,C,D,STD,AP,AMPCO-PITTSBURGH CORP,USD,6176,A,151040,15,15104050,331110,3312,355,925,0.04199646
39806,12/31/24,2024,INDL,C,D,STD,XLO,XILIO THERAPEUTICS INC,USD,1840233,A,352010,35,35201010,325414,2836,,,0.04197989
33240,12/31/24,2024,INDL,C,D,STD,QTTB,Q32 BIO INC,USD,1661998,A,352010,35,35201010,325414,2836,,,0.04190264
282608,12/31/24,2024,INDL,C,D,STD,CLLS,CELLECTIS SA,USD,1627281,A,352010,35,35201010,325414,2836,,,0.04167
179249,12/31/24,2024,INDL,C,D,STD,BWEN,BROADWIND INC,USD,1120370,A,201040,20,20104020,333611,3510,,,0.04157432
3806,12/31/24,2024,INDL,C,D,STD,DWSN,DAWSON GEOPHYSICAL CO,USD,799165,A,101010,10,10101020,213112,1382,395,935,0.04151722
35731,12/31/24,2024,INDL,C,D,STD,DAO,YOUDAO INC -ADS,USD,1781753,A,253020,25,25302010,611710,8200,,,0.04144
211559,6/30/24,2024,INDL,C,D,STD,OPT,OPTHEA LTD,USD,1815620,A,352010,35,35201010,325414,2836,,,0.041399778
63454,12/31/24,2024,INDL,C,D,STD,AWRE,AWARE INC,USD,1015739,A,451030,45,45103010,513210,7372,185,940,0.0413478
40833,12/31/24,2024,INDL,C,D,STD,ANTX,AN2 THERAPEUTICS INC,USD,1880438,A,352020,35,35202010,325412,2834,,,0.04123302
61815,12/31/24,2024,INDL,C,D,STD,BYFC,BROADWAY FINANCIAL CORP/DE,USD,1001171,A,401010,40,40101015,522180,6035,840,800,0.0411959
26434,12/31/24,2024,INDL,C,D,STD,PXS,PYXIS TANKERS INC,USD,1640043,A,203030,20,20303010,483111,4412,,,0.04110387
2829,10/31/24,2024,INDL,C,D,STD,RFIL,R F INDUSTRIES LTD,USD,740664,A,452030,45,45203020,334417,3678,220,925,0.04102763
36335,12/31/24,2024,INDL,C,D,STD,CISO,CISO GLOBAL INC,USD,1777319,A,451020,45,45102010,541512,7373,,,0.04102234
30220,12/31/24,2024,INDL,C,D,STD,SYPR,SYPRIS SOLUTIONS INC,USD,864240,A,251010,25,25101010,336350,3714,230,940,0.04097916
63520,12/31/24,2024,INDL,C,D,STD,TACT,TRANSACT TECHNOLOGIES INC,USD,1017303,A,452020,45,45202030,334118,3577,188,940,0.0409409
35835,9/30/24,2024,INDL,C,D,STD,BGM,BGM GROUP LTD,USD,1779578,A,352020,35,35202010,325412,2834,,,0.0407797
36471,12/31/24,2024,INDL,C,D,STD,BNR,BURNING ROCK BIOTECH LIMITED,USD,1792267,A,352010,35,35201010,325413,2835,,,0.04076325
145041,12/31/24,2024,INDL,C,D,STD,BGFV,BIG 5 SPORTING GOODS CORP,USD,1156388,A,255040,25,25504040,459110,5940,449,976,0.040633
28675,12/31/24,2024,INDL,C,D,STD,TLF,TANDY LEATHER FACTORY INC,USD,909724,A,255040,25,25504010,459999,5990,355,925,0.04034138
26669,12/31/24,2024,INDL,C,D,STD,OCX,ONCOCYTE CORP,USD,1642380,A,352010,35,35201010,325414,2836,,,0.0400673
138521,12/31/24,2024,INDL,C,D,STD,MNDO,MIND CTI LTD,USD,1119083,A,451030,45,45103010,513210,7372,185,940,0.039865375
39359,12/31/24,2024,INDL,C,D,STD,RLYB,RALLYBIO CORP,USD,1739410,A,352010,35,35201010,325414,2836,,,0.03982848
40024,12/31/24,2024,INDL,C,D,STD,MTEK,MARIS-TECH LTD,USD,1872964,A,452030,45,45203010,334519,3829,,,0.03971016
155754,12/31/24,2024,INDL,C,D,STD,AHT,ASHFORD HOSPITALITY TRUST,USD,1232582,A,601030,60,60103010,531120,6798,,,0.03969599
11872,9/30/24,2024,INDL,C,D,STD,ARKR,ARK RESTAURANTS CORP,USD,779544,A,253010,25,25301040,722511,5812,420,978,0.039644
116209,12/31/24,2024,INDL,C,D,STD,USIO,USIO INC,USD,1088034,A,402010,40,40201060,522320,6099,185,940,0.0396098
33184,7/31/24,2024,INDL,C,D,STD,RFL,RAFAEL HOLDINGS INC,USD,1713863,A,602010,60,60201020,325414,2836,,,0.03941355
16947,12/31/24,2024,INDL,C,D,STD,ATNM,ACTINIUM PHARMACEUTICALS INC,USD,1388320,A,352010,35,35201010,325414,2836,,,0.03930696
34580,12/31/24,2024,INDL,C,D,STD,MTC,MMTEC INC,USD,1742518,A,451030,45,45103010,523150,6211,,,0.03908201
38397,12/31/24,2024,INDL,C,D,STD,VGAS,VERDE CLEAN FUELS INC,USD,1841425,A,101020,10,10102030,324110,2911,,,0.03882075
37362,12/31/24,2024,INDL,C,D,STD,ISPO,INSPIRATO INC,USD,1820566,A,253010,25,25301020,561510,4700,,,0.03832608
4579,6/30/24,2024,INDL,C,D,STD,FARM,FARMER BROS CO,USD,34563,A,302020,30,30202030,311920,2090,250,978,0.0382824
40534,12/31/24,2024,INDL,C,D,STD,HTCR,HEARTCORE ENTERPRISES INC,USD,1892322,A,451030,45,45103010,518210,7370,,,0.03799521
3369,6/30/24,2024,INDL,C,D,STD,RAVE,RAVE RESTAURANT GROUP INC,USD,718332,A,253010,25,25301040,533110,6794,217,978,0.03795696
63030,12/31/24,2024,INDL,C,D,STD,CASI,CASI PHARMACEUTICALS INC,USD,1962738,A,352010,35,35201010,325412,2834,285,905,0.03792483
277487,6/30/24,2024,INDL,C,D,STD,LND,BRASILAGRO CIA BRAS DE PROP,USD,1499849,A,302020,30,30202010,111,100,,,0.03783641
39546,12/31/24,2024,INDL,C,D,STD,BIRD,ALLBIRDS INC,USD,1653909,A,252030,25,25203020,316210,3021,,,0.0375683
37325,12/31/24,2024,INDL,C,D,STD,IRD,OPUS GENETICS INC,USD,1228627,A,352020,35,35202010,325412,2834,,,0.03756592
12545,12/31/24,2024,INDL,C,D,STD,HHS,HARTE HANKS INC,USD,45919,A,502010,50,50201010,541860,7331,456,976,0.03753835
284719,6/30/24,2024,INDL,C,D,STD,IXHL,INCANNEX HEALTHCARE INC,USD,1873875,A,352020,35,35202010,325412,2834,,,0.03740316
7959,10/31/24,2024,INDL,C,D,STD,NRT,NORTH EUROPEAN OIL RTY TR,USD,72633,A,101020,10,10102020,533110,6792,850,800,0.03713164
39926,12/31/24,2024,INDL,C,D,STD,CDIO,CARDIO DIAGNOSTICS HOLDI INC,USD,1870144,A,352010,35,35201010,325413,2835,,,0.03708348
38040,12/31/24,2024,INDL,C,D,STD,BNAI,BRAND ENGAGEMENT NETWORK INC,USD,1838163,A,451020,45,45102010,513210,7372,,,0.036945768
43059,12/31/24,2024,INDL,C,D,STD,GENK,GEN RESTAURANT GROUP INC,USD,1891856,A,253010,25,25301040,722511,5812,,,0.03674924
139201,12/31/24,2024,INDL,C,D,STD,TURN,180 DEGREE CPTL CORP,USD,893739,A,402030,40,40203010,525990,6726,850,800,0.0367
204203,12/31/24,2024,INDL,C,D,STD,CPAC,CEMENTOS PACASMAYO SAA,USD,1221029,A,151020,15,15102010,327310,3241,705,700,0.03667799
27318,7/31/24,2024,INDL,C,D,STD,ZDGE,ZEDGE INC,USD,1667313,A,502030,50,50203010,513210,7372,,,0.03663511
37797,12/31/24,2024,INDL,C,D,STD,PIII,P3 HEALTH PARTNERS INC,USD,1832511,A,351020,35,35102015,621999,8090,,,0.036627889
39104,12/31/24,2024,INDL,C,D,STD,TPST,TEMPEST THERAPEUTICS INC,USD,1544227,A,352010,35,35201010,325414,2836,,,0.036419249
43859,12/31/24,2024,INDL,C,D,STD,ROLR,HIGH ROLLER TECHNOLOGIES INC,USD,1947210,A,253010,25,25301010,713290,7990,,,0.03612679
39241,12/31/24,2024,INDL,C,D,STD,PBBK,PB BANKSHARES INC,USD,1849670,A,401010,40,40101015,522180,6036,,,0.03610664
24515,12/31/24,2024,INDL,C,D,STD,VTVT,VTV THERAPEUTICS INC,USD,1641489,A,352010,35,35201010,325414,2836,,,0.036068324
33382,12/31/24,2024,INDL,C,D,STD,SURG,SURGEPAYS INC,USD,1392694,A,501020,50,50102010,517312,4812,,,0.03588836
37980,12/31/24,2024,INDL,C,D,STD,MOVE,MOVANO INC,USD,1734750,A,452020,45,45202030,334510,3845,,,0.0358236
153128,12/31/24,2024,INDL,C,D,STD,HSON,HUDSON GLOBAL INC,USD,1210708,A,202020,20,20202010,561311,7361,,,0.03563955
252819,12/31/24,2024,INDL,C,D,STD,WF,WOORI FINANCIAL GROUP INC,USD,1264136,A,401010,40,40101010,522110,6020,,,0.035625
33499,12/31/24,2024,INDL,C,D,STD,XCUR,EXICURE INC,USD,1698530,A,352010,35,35201010,325414,2836,,,0.03562402
40237,12/31/24,2024,INDL,C,D,STD,GNTA,GENENTA SCIENCE S.P.A.,USD,1838716,A,352010,35,35201010,325414,2836,,,0.03556995
19549,6/30/24,2024,INDL,C,D,STD,BIVI,BIOVIE INC,USD,1580149,A,352010,35,35201010,325414,2836,,,0.035536
40536,12/31/24,2024,INDL,C,D,STD,NXL,NEXALIN TECHNOLOGY INC,USD,1527352,A,351010,35,35101010,334510,3845,,,0.03549912
38735,12/31/24,2024,INDL,C,D,STD,WDH,WATERDROP INC,USD,1823986,A,403010,40,40301010,524210,6411,,,0.0354
179288,12/31/24,2024,INDL,C,D,STD,DALN,DALLASNEWS CORP,USD,1413898,A,502010,50,50201040,513110,2711,,,0.03521077
36140,12/31/24,2024,INDL,C,D,STD,PASG,PASSAGE BIO INC,USD,1787297,A,352010,35,35201010,325414,2836,,,0.035028066
39951,12/31/24,2024,INDL,C,D,STD,SABS,SAB BIOTHERAPEUTICS INC,USD,1833214,A,352010,35,35201010,325414,2836,,,0.035016672
39998,12/31/24,2024,INDL,C,D,STD,ECDA,ECD AUTOMOTIVE DESIGN INC,USD,1922858,A,251020,25,25102010,336110,3711,,,0.034752
120301,12/31/24,2024,INDL,C,D,STD,UONEK,URBAN ONE INC,USD,1041657,A,502010,50,50201020,516110,4832,150,978,0.03464391
36084,12/31/24,2024,INDL,C,D,STD,FTHM,FATHOM HOLDINGS INC,USD,1753162,A,602010,60,60201040,531210,6531,,,0.0346086
36394,12/31/24,2024,INDL,C,D,STD,LTRN,LANTERN PHARMA INC,USD,1763950,A,352010,35,35201010,325414,2836,,,0.03440415
50718,12/31/24,2024,INDL,C,D,STD,FLX,BINGEX LTD -ADR,USD,1858724,A,203010,20,20301010,492110,4210,,,0.0341541
38393,12/31/24,2024,INDL,C,D,STD,CMMB,CHEMOMAB THERAPEU -ADR,USD,1534248,A,352010,35,35201010,325414,2836,,,0.03413117
36444,12/31/24,2024,INDL,C,D,STD,UCL,UCLOUDLINK GR INC -ADR,USD,1775898,A,501020,50,50102010,517112,4899,,,0.0340914
39202,12/31/24,2024,INDL,C,D,STD,RPID,RAPID MICRO BIOSYSTEMS INC,USD,1380106,A,352030,35,35203010,334516,3826,,,0.0339525
178097,12/31/24,2024,INDL,C,D,STD,CPIX,CUMBERLAND PHARMACEUTICALS,USD,1087294,A,352020,35,35202010,325412,2834,,,0.03327954
38974,6/30/24,2024,INDL,C,D,STD,VSTE,VAST RENEWABLES LTD,USD,1964630,A,201040,20,20104010,237,1600,,,0.03327114
